oracion;palabra;cat_diccionario;y_true;spacy_pos;spacy_dep;y_pred_b1;y_pred_b2;pred_XLM-RoBERTa
Autoridades del Ministerio de Turismo (Mitur), del Instituto Salvadoreño de Turismo (Istu) y de la Policía de Turismo hicieron un llamado este lunes a los salvadoreños a mantener la cuarentena y solo salir de casa si no es necesario, durante el periodo de vacaciones por las fiestas patronales de San Salvador Los festejos fueron suspendidos por la pandemia del coronavirus.;casa;f;0;NOUN;obl;1;1;0
El pasado mes de febrero el Gobierno se declaró en emergencia e inició un plan contingencial debido a la crisis hídrica que estaba afectando a la población salvadoreña y que impedía ser abastecida con agua potable.;plan;m;0;NOUN;obj;1;1;0
En total, Protección Civil reportó ayer 613 personas albergadas por lluvias, un lesionado, un desaparecido, 837 personas evacuadas, 17 albergues activos, una calle anegada, 58 calles afectadas y 12 carreteras, 83 árboles caídos, 135 deslizamientos, siete vallas publicitarias caídas, dos ríos desbordados, cuatro hundimientos, 33 viviendas afectadas y 35 anegadas, dos muros destruidos y 40 escuelas dañadas.;siete;m;0;NUM;nummod;1;0;0
Un vehículo en el que al parecer se movilizaban pandilleros fue encontrado este martes abandonado en la colonia Santa Elena del municipio Aguilares, en San Salvador, confirmaron autoridades policiales.;colonia;f;0;NOUN;obl;1;1;0
TVCa puede ser sintonizada en los canales 39 y 57 en señal abierta, mientras que en canal 96 de señal abierta en Tigo y los canales 39 digital y 85 analógo de Claro.;ser;m;0;AUX;aux;1;0;1
Agregó que todos los vendedores tienen que tener permisos de la alcaldía y deberán estar en los lugares que la alcaldía junto al colectivo de vendedores establezcan.;estar;v;0;VERB;conj;1;1;0
El pasado 28 de marzo, la Fiscalía de Quintana Roo detuvo a cinco agentes de la Policía de Tulum, de los cuales tres son agentes viales y dos municipales.;tres;m;0;NUM;nsubj;1;0;0
El movimiento Defensa Ciudadana de la Democracia (Decide) pidió al tribunal del caso del expresidente Antonio Saca haga “correcciones proporcionales y acordes al enorme daño ocasionado al país”, al manifestarse contra el proceso abreviado de condena que recibirá el expresidente.;saca;f;0;PROPN;flat;1;1;0
A continuación se detallan los afectados y la cantidad de bienes bajo medidas cautelares, según la FGR: -Othon Sigfrido Reyes Morales: 5 inmuebles.;bajo;m;0;ADP;case;1;0;0
"El 24 de julio de 2013 el Director de la Base (Terminal de Ómnibus de Bauta) nos leyó la Indicación No.4/2013 del 22.07.13 del Director General de la Empresa Provincial de Transporte de Artemisa, donde modifica el objeto social de nuestra entidad; informándonos, entre ello, la eliminación de los servicios de fletes.";base;f;0;PROPN;flat;1;1;1
"De acuerdo con el reporte de la Policía Nacional Civil, a las 9:25 de la noche, una patrulla policial respondió a una llamada de emergencia, y al llegar al negocio encontró en el salón principal los cadáveres de cuatro hombres con ""múltiples lesiones de arma de fuego"", y en uno de los cuartos de la cervecería la policía localizó una quinta víctima mortal, que fue identificada como José David Méndez Polaco, efectivo militar del Comando Especial Antiterrorista de la Fuerza Aérea.";emergencia;f;0;NOUN;nmod;1;1;0
Señaló inconsistencias en el registro contable de $3.9 millones de servicios de publicación de resultados con digitalización, transmisión y procesamiento de información de actas de cierre de escrutinio del TSE, porque fue “posterior” a la suscripción del contrato y emisión de factura.;factura;f;0;NOUN;nmod;1;1;0
Así los movimientos migratorios masivos antes de la firma de la independencia en 1821 era la del comercio de esclavos africanos, cuya herencia y esencia se quedó impregnada en la cotidianidad de El Salvador, que desconoce que lleva el ADN de la diversidad indígena, africana, cuya presencia fue diluida con el mestizaje que impulsaron los ibéricos asentados en este territorio.;africana;f;0;ADJ;amod;1;0;0
La imagen de los cuerpos de Óscar y la pequeña Valeria se ha hecho viral en redes sociales y ha recordado la imagen del niño sirio encontrado muerto en una playa turca tras intentar llegar a Grecia.;niño;m;0;NOUN;nmod;1;1;0
El viernes 21 de junio del año en curso, fue publicada bajo el título Sugerencias a la ONAT, la carta enviada por R.;año;m;0;NOUN;compound;1;1;0
“Lo que quiero es felicitarla, la cantidad de personas que quieren venir a nuestro país es mucha”, le dijo Guillermo Gallegos.;venir;v;0;VERB;xcomp;1;1;0
La Catedral de San Miguel lució abarrotada de fieles, quienes hicieron largas filas para recibir la señal de la cruz en la frente, hecha con ceniza, que para la iglesia tiene un significado de conversión.;recibir;v;0;VERB;advcl;1;1;0
La Comisión consultará a la Fiscalía General de la República, al Instituto de Medicina Legal y al Instituto Salvadoreño para el Desarrollo Integral de la Niñez y Adolescencia (Isna), y pedirá un mapa de información y prevalencia de desapariciones forzadas en el país, así como el informe de cumplimiento de protocolos de asistencia a familiares de desaparecidos.;asistencia;f;0;NOUN;nmod;1;1;0
En anteriores declaraciones, el funcionario denunció que las estructuras criminales, al menos en cuatro ocasiones, durante el presente año, han incrementado deliberadamente los crímenes para presionar a las autoridades a obtener supuestos beneficios carcelarios para sus cabecillas que guardan prisión en el sistema penitenciario El representante del gabinete de Seguridad detalló que entre enero a la fecha registran un total de 3, 610  homicidios, es decir, 1,332 menos que el año pasado, cuando sumaban 4, 947 crímenes, en el mismo periodo.;año;m;0;NOUN;obl;1;1;0
La Dirección de Potección Civil informó el domingo que la tormenta tropical Selma se ha disipado, pero que tras su paso dejó daños en escuelas y viviendas, además de casi medio centenar de personas evacuadas y albergadas.;medio;m;0;NUM;nummod;1;0;0
Las licencias que estén debidamente registradas podrán ser otorgadas como garantías en la contratación de créditos para la actividad pesquera y acuícola”.;ser;m;0;AUX;aux;1;0;0
Villatoro aseveró también que seis de quince cabecillas de la MS-13 han sido capturados, sobre los restantes nueve, dijo que la mayoría “están fuera del país”.;sobre;m;0;ADP;case;1;0;0
Ambas víctimas fueron asesinadas este año y son miembros de la comunidad LGTBI.;año;m;0;NOUN;obl;1;1;0
El rollo de cordel de nylon, el ladrillo de obra, el hierro corrugado y la lámina acanalada son otros productos que subieron de precio entre $0.38 y $91 en un año.;año;m;0;NOUN;obl;1;1;1
La PNC detalló que cinco de las capturas son por el delito de extorsión agravada, dos por estafa, dos por acoso sexual y violación en grado de tentativa, una por revelación de datos o información de carácter personal, una por lesiones, una por agrupaciones ilícitas y posesión y tenencia con fines de tráfico y tres por agrupaciones ilícitas, receptación y tenencia, portación o conducción Ilegal o irresponsable de arma de fuego.;cinco;m;0;NUM;nsubj;1;0;0
Así “Aprendamos en Casa con la Radio” será la apuesta de las autoridades de Educación para “complementar” las guías educativas y conseguir que alumnos desde primer grado hasta segundo año de bachillerato se encarrilen en su aprendizaje.;año;m;0;NOUN;obl;1;1;0
Al grupo, la PNC reporta que les incautó tres escopetas, tres revólveres, un chaleco antibalas, gorros pasamontañas y munición.;tres;m;0;NUM;nummod;1;0;0
La madrugada del pasado viernes se produjo un desprendimiento de rocas que obligó a las autoridades a restringir el paso por la vía, lo cual generó un caos vehicular en la zona.;paso;m;0;NOUN;obj;1;1;0
A Guatemala, enviaron a Pedro Benjamín Rivas Zelaya, alias “Sniper”, un ranflero que en la línea jerárquica era parte de La Federación (cabecillas en libertad), se instaló en ese país para que se trasladara hacia México a negociar armas con Los Zetas y luego enviarlas a El Salvador.;línea;f;0;NOUN;obl;1;1;0
El promedio de precios de Casalco revela que los materiales como el asfalto pasaron de costar $2.49 en mayo del 2021 a $4.24 para mayo de este año, un incrementó de 70.3 %, mientras que el cloruro de polivinilo (PVC) aumentó $2.13 y ahora cuesta $5.18, un 69.8 % más que hace un año.;año;m;0;NOUN;nmod;1;1;1
"De ahí que en mi modesta opinión, si se hiciera un balance de lo publicado en el transcurso de los varios años de existencia de esta sección, creo que podría concluirse que dos de sus principales méritos consisten: primero, en propiciar la reflexión y el debate sobre temas trascendentales en la necesaria tarea de perfeccionar nuestro socialismo; y segundo, y quizás lo más importante, en permitir la participación de todos los que consideren que tienen algo que aportar, lo que mucho se agradece.";balance;m;0;NOUN;obj;1;1;0
"Será el Tribunal quien informe las razones por la cual se giró la orden para que él fuera llevado ante el Tribunal"", comunicó la PNC.";orden;f;0;NOUN;nsubj;1;1;0
La Fiscalía acusa a los exdirectores de haber tomado el dinero que la familia de los reos aportaban para las tiendas institucionales, para pagar servicios de inteligencia, sobresueldos, bonificaciones, otorgar préstamos al personal y otros que la Ley de las tiendas institucionales prohíbe,  Tres pericias financieras realizadas a la administración de tiendas institucionales en las dos administraciones del FMLN determinaron que se extrajeron $208 mil para fines que no eran para beneficios de tiendas institucionales y que en todo caso se debieron cubrir con el presupuesto de Centros Penales.;cubrir;v;0;VERB;conj;1;1;0
"Ambos declararon en el juicio y en su testimonio manifestaron que los tres imputados fueron los que dispararon en su contra e hirieron de bala a Carranza y “Clave Ramón”; el primero murió a raíz de los impactos de bala recibidos.";bala;f;0;NOUN;obj;1;1;0
Así mismo, dijo que Obras Públicas mantiene la licitación abierta de dos proyectos más, el sistema de drenajes en la 49 avenida sur y Alameda Roulvelt con un monto de $750,000 y la zona de la calle El Tobogán, en Soyapango dónde se invertirán $1,8 millones.;calle;f;0;NOUN;nmod;1;1;1
De ese modo, entrenaron un clasificador de actividades cotidianas utilizando el audio de vídeos de YouTube que representaban seis actividades habituales en segundo plano: cocinar, comer, escuchar música, teclear y limpiar.;limpiar;v;0;VERB;conj;1;1;0
Por su parte, el ministro de Gobernación, Arístides Valencia, indicó que esta Semana Santa no se le cobrará el ingreso a los lugares administrados por el Istu a las personas que van en buses alegres, que salen desde el centro de San Salvador.;centro;m;0;NOUN;obl;1;1;0
Cuando las autoridades policiales llegaron a la escena, varios testigos informaron del presunto responsable y proporcionaron el nombre y apellido, pero la Policía no proporcionó ningún detalle sobre el supuesta homicida.;sobre;m;0;ADP;case;1;0;0
De momento, la pesca artesanal está restringida mientras dure al emergencia por Eta, que , desde el lunes en la noche.;emergencia;f;0;NOUN;obl;1;1;0
Durante septiembre, el promedio de crímenes diarios es de siete.;siete;m;0;NUM;ROOT;1;0;0
El agente de la Policía Nacional Civil, Darwin Dagoberto Arana García, fue asesinado ayer en la ciudad en la urbanización Escalón, Santa Ana, en la zona del centro turístico Sihuatehuacán.;centro;m;0;NOUN;nmod;1;1;0
Yo creo que de 30 a 40 días puede determinarse que se está en la normalidad (del suministro de agua potable)”, dijo tras presentar las acciones que han sido ejecutadas por el Gobierno para paliar la crisis hídrica.;agua;f;0;NOUN;nmod;1;1;0
Serrano Melgar fue condenado a un año y medio de prisión por el delito de desobediencia de medidas cautelares, pero el Tribunal Tercero de Sentencia de San Salvador se los reemplazo por 72 jornadas de trabajos de utilidad pública.;medio;m;0;NUM;conj;1;0;0
Ayer, jueves 21 de julio, se convirtió en el primer día de julio en el que no se registraron homicidios en el territorio salvadoreño, informó el presidente de la República, Nayib Bukele, durante los primeros minutos de este miércoles, a través de las redes sociales.;miércoles;sust(m/f)/adj;0;NOUN;nmod;1;1;0
El llamado de Raúl el 7 de julio para librar la batalla en contra de la indisciplina, pérdida de valores éticos y el irrespeto a las buenas costumbres, entre otros problemas, debe estar dirigido a combatir las causas que han venido provocando tal deterioro del comportamiento de muchos cubanos, inclusive de personas integradas a la Revolución.;estar;v;0;AUX;aux;1;0;0
“Ustedes aquí ven especialidades que tienen que ver con las especialidades del problema, la planificación de cómo abordarlo desde el punto de vista epidemiológico y de la salud pública y además cómo se va a enfrentar los casos de las personas que ya padecen, desde el punto de vista clínico, el abordaje es integral desde el punto de visto médico, también se van a dar aportes a la población desde el punto de vista educativo”, explicó el doctor Brizuela.;punto;m;0;NOUN;obl;1;1;0
"Les pedimos, por favor, que no lo hagan"", aseguró Valdez.";les;pron;0;PRON;obj;1;1;0
El homicidio del investigador Marcos Antonio Carranza y homicidio tentado de dos investigadores con clave “Luis” y “Ramón”, quedaron impunes con la absolución que emitió ayer el Tribunal Cuarto de Sentencia de San Salvador, a favor de tres presuntos pandilleros que, según la Fiscalía General de la República, fueron los que participaron en el hecho.;clave;f;0;NOUN;nmod;1;1;0
Otra versión del hecho que se maneja, es que  había salido a almorzar, y estaba junto a otra persona en el vehículo cuando vio que estaban asaltando una casa frente a donde se encontraban.;casa;f;0;NOUN;obj;1;1;0
de cada mes el jubilado tiene derecho a cobrar su jubilación, el Instituto Nacional de Seguridad Social (INASS) decide el cobro los días 4, 5, 6, 7 y 8 de cada mes, de acuerdo al almanaque anual que confeccionan.;almanaque;m;0;NOUN;obl;1;1;0
M.[/caption]   Madre e hijo, supuestos familiares de un agente de la corporación policial, fueron asesinados ayer en el caserío La Bomba, cantón Palacios de San Rafael Cedros, Cuscatlán.;bomba;f;0;PROPN;appos;1;1;0
Simeduco llamó a los padres de familia a la concientización, pues se han dado casos en el sistema público en el que el estudiante es enviado a clases a pesar de tener un familiar contagiado por covid-19.;concientización;f;1;NOUN;obj;1;1;0
Durante el evento, la subdirectora del INS, Xochitl Sandoval, consideró que hace falta infraestructura, un presupuesto destinado para trasplante renal “y un programa que vigile desde el punto de vista ético, legal y médico, así como un cuadro de insumos y medicamentos que son básicos y  de alto costo” para realizar trasplantes en el país.;programa;m;0;NOUN;conj;1;1;0
“Las provincias orientales de la Gobernación de Guatemala pobladas en forma notoria en muchos lugares por una categoría especial de ladinos salvadoreños, que en estas provincias podían tenerse de manera palmaria como mulatos o pardos”, indica en la misma publicación el historiador Pedro Antonio Escalante Arce, cuya introducción también destaca que para 1807 el intendente Antonio G?utiérrez y Ulloa describe en el censo que “había ciudades y pueblos que ofrecían un panorama de atractiva presencia africana entre su pobladores.;manera;f;0;NOUN;obl;1;1;0
Los nuevos magistrados deben ser ejemplos de integridad, independencia, imparcialidad, valentía, honestidad y profesionalidad, tener el carácter suficiente para mostrar sus cualidades.;ser;m;0;AUX;cop;1;0;0
"“También tenemos el caso de un médico, un paciente de 34 años de edad que ha fallecido, este paciente no tiene aún, un confirmatorio de la prueba está en proceso de desarrollo de una complicación súbita; fue manejado por un proceso respiratorio, al momento está pendiente la prueba de PCR para ver si este paciente es positivo a coronavirus”, dijo ayer el ministro, Francisco Alabí.";positivo;adv;0;ADJ;ccomp;1;0;0
“No puede ser posible que quienes vayan a determinar el futuro de la reconciliación del país, quienes van a hablar de las víctimas, sean de alguna forma los que causaron el daño o estuvieron involucrados en ello”, señaló el director de la Asociación Pro-Búsqueda, Eduardo García.;daño;m;0;NOUN;obj;1;1;0
Asimismo sugería reubicar la terminal de oriente en las cercanías de Apopa o en la parte oriente de Soyapango (donde se encuentra actualmente Plaza Amanecer), de igual forma recomendaba mover la terminal de occidente a Ciudad Merliot,  reubicar el mercado La Tiendona en la carretera Quezaltepeque- Apopa y construir una terminal de carga en la parte norte del AMSS.;terminal;m;0;NOUN;obj;1;1;1
Esa ha sido la característica de ese partido en la historia reciente y ha empeorado desde la llegada al poder.;partido;m;0;NOUN;nmod;1;1;0
“Estamos en la ruta correcta.;ruta;f;0;NOUN;obl;1;1;0
Eran alrededor de las 9:30 de la mañana de este miércoles, cuando el mercado San Miguelito, el cuarto más grande de la capital salvadoreña, empezó a incendiarse.;miércoles;sust(m/f)/adj;0;NOUN;nmod;1;1;0
El mandatario salvadoreño dijo que también diseñan un plan para llevar alivio financiero a los estudiantes universitarios, además de un alivio para los que temen perder el ciclo universitario o el año escolar.;perder;v;0;VERB;xcomp;1;1;0
Cotto recordó que el año pasado la PNC detuvo a 1,018 extorsionistas, entre el 1 de enero a la fecha, mientras en el presente año, suman 1, 804 arrestos por el referido delito, es decir, un incremento de 800 capturas más.;año;m;0;NOUN;obl;1;1;0
El volante del Manchester United abrió la cuenta de manera fortuita a los 54 minutos, cuando buscó con un centro a Cristiano Ronaldo, que saltó a cabecear pero no tocó el balón y con ese movimiento desconcertó a un lento portero celeste Sergio Rochet.;balón;m;0;NOUN;obj;1;1;0
