archivo;oracion_id;oracion;cubanismo_detectado;lema_bd;categoria_gramatical;es_cubanismo;ia_sugiere;ia_razon;ia_beto_final
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;2;El problema es que el día viernes 2 de enero de 2009 estaba yo acompañando a un compañero de escuela que estaba de visita en mi casa en Palma Soriano y como él vive en Bayamo, nos fuimos para la Terminal para que cogiera una guagua de Astro.;visita;visita;f;;;;0
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;2;El problema es que el día viernes 2 de enero de 2009 estaba yo acompañando a un compañero de escuela que estaba de visita en mi casa en Palma Soriano y como él vive en Bayamo, nos fuimos para la Terminal para que cogiera una guagua de Astro.;casa;casa;f;;;;0
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;2;El problema es que el día viernes 2 de enero de 2009 estaba yo acompañando a un compañero de escuela que estaba de visita en mi casa en Palma Soriano y como él vive en Bayamo, nos fuimos para la Terminal para que cogiera una guagua de Astro.;terminal;terminal;m;;;;0
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;2;El problema es que el día viernes 2 de enero de 2009 estaba yo acompañando a un compañero de escuela que estaba de visita en mi casa en Palma Soriano y como él vive en Bayamo, nos fuimos para la Terminal para que cogiera una guagua de Astro.;guagua;guagua;f;;;;1
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;3;Cuando llegamos a la Terminal, aquello no tenía lista de espera apuntándose, no, es llegar, pedir el último y esperar.;terminal;terminal;m;;;;0
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;3;Cuando llegamos a la Terminal, aquello no tenía lista de espera apuntándose, no, es llegar, pedir el último y esperar.;aquello;aquello;pron;;;;0
cartas_2009-01-23_otra-queja-sobre-el-transporte-por-astro.html.xml.vrt.txt;4;Ahora me pregunto si no es mejor habilitar una lista de espera como en las demás terminales y no dejarlo así por la cuenta, sabiendo de antemano que esto puede traer consigo desorden e indisciplina.;habilitar;habilitar;v;;;;1
cartas_2009-01-23_tantas-miradas-no-pueden-estar-equivocadas.html.xml.vrt.txt;1;"En el escrito de Cartas a la dirección del 19/12/2008, Los que quieren trabajar buscan soluciones; los que no, justificaciones, me recordó cuando era estudiante, y que todos optábamos por ser alguien que aportara y recibiera según el principio de distribución de la sociedad socialista: cumplir con la ley de esta etapa de que ""cada cual aporte según su capacidad y reciba según su trabajo"" .";trabajar;trabajar;v;;;;0
cartas_2009-01-23_tantas-miradas-no-pueden-estar-equivocadas.html.xml.vrt.txt;1;"En el escrito de Cartas a la dirección del 19/12/2008, Los que quieren trabajar buscan soluciones; los que no, justificaciones, me recordó cuando era estudiante, y que todos optábamos por ser alguien que aportara y recibiera según el principio de distribución de la sociedad socialista: cumplir con la ley de esta etapa de que ""cada cual aporte según su capacidad y reciba según su trabajo"" .";ser;ser;m;;;;0
cartas_2009-01-23_tantas-miradas-no-pueden-estar-equivocadas.html.xml.vrt.txt;1;"En el escrito de Cartas a la dirección del 19/12/2008, Los que quieren trabajar buscan soluciones; los que no, justificaciones, me recordó cuando era estudiante, y que todos optábamos por ser alguien que aportara y recibiera según el principio de distribución de la sociedad socialista: cumplir con la ley de esta etapa de que ""cada cual aporte según su capacidad y reciba según su trabajo"" .";trabajo;trabajo;m;;;;0
cartas_2009-01-23_venta-de-entradas-en-horario-laboral.html.xml.vrt.txt;1;Les escribo con la intención de expresar mi opinión sobre el tema de la reventa de entradas en los teatros de la ciudad.;les;les;pron;;;;0
cartas_2009-01-23_venta-de-entradas-en-horario-laboral.html.xml.vrt.txt;1;Les escribo con la intención de expresar mi opinión sobre el tema de la reventa de entradas en los teatros de la ciudad.;sobre;sobre;m;;;;0
cartas_2009-01-30_el-eslabón-fundamental-está-en-la-familia.html.xml.vrt.txt;1;En estas últimas opiniones que se han expresado por algunos lectores sobre la situación actual con los que no trabajan, me sumo a las de J.;sobre;sobre;m;;;;0
cartas_2009-01-30_el-eslabón-fundamental-está-en-la-familia.html.xml.vrt.txt;1;En estas últimas opiniones que se han expresado por algunos lectores sobre la situación actual con los que no trabajan, me sumo a las de J.;situación;situación;f;;;;1
cartas_2009-01-30_el-eslabón-fundamental-está-en-la-familia.html.xml.vrt.txt;2;Carvajal del pasado 23 de enero al igual que las de Chacón Martín y quisiera agregarle a esto que en mi criterio el eslabón fundamental está en la familia, ya que el que más o el que menos tiene un hijo, un sobrino, un primo, etc., que está en edad laboral y si nosotros como padres no tomamos carta en el asunto, el Estado solo por su cuenta no va a resolver el problema, por lo cual considero que debemos comenzar por ahí el camino para la toma de conciencia de la necesidad que tiene el país en estos momentos de que aportemos más a la sociedad cubana.;asunto;asunto;m;;;;0
cartas_2009-01-30_el-eslabón-fundamental-está-en-la-familia.html.xml.vrt.txt;2;Carvajal del pasado 23 de enero al igual que las de Chacón Martín y quisiera agregarle a esto que en mi criterio el eslabón fundamental está en la familia, ya que el que más o el que menos tiene un hijo, un sobrino, un primo, etc., que está en edad laboral y si nosotros como padres no tomamos carta en el asunto, el Estado solo por su cuenta no va a resolver el problema, por lo cual considero que debemos comenzar por ahí el camino para la toma de conciencia de la necesidad que tiene el país en estos momentos de que aportemos más a la sociedad cubana.;ahí;ahí;adv;;;;0
cartas_2009-01-30_el-problema-no-es-tan-sencillo.html.xml.vrt.txt;1;Soy lector habitual de Granma y en particular de esta sección y por ello me he mantenido al tanto de las opiniones publicadas respecto al tema de los vagos, los que viven del trabajo de los demás, los que ejercen el comercio ilícito en la puerta de los establecimientos, los que buscan justificaciones para continuar desocupados y otras categorías que pudieran añadirse a la lista de los que nada aportan y, en cambio, reciben todos los beneficios que el país tributa a la sociedad.;habitual;habitual;sust(m/f)/adj;;;;0
cartas_2009-01-30_el-problema-no-es-tan-sencillo.html.xml.vrt.txt;1;Soy lector habitual de Granma y en particular de esta sección y por ello me he mantenido al tanto de las opiniones publicadas respecto al tema de los vagos, los que viven del trabajo de los demás, los que ejercen el comercio ilícito en la puerta de los establecimientos, los que buscan justificaciones para continuar desocupados y otras categorías que pudieran añadirse a la lista de los que nada aportan y, en cambio, reciben todos los beneficios que el país tributa a la sociedad.;trabajo;trabajo;m;;;;0
cartas_2009-01-30_en-coppelia-nada-ha-cambiado.html.xml.vrt.txt;1;El objetivo de esta misiva es alertar sobre lo importante que sería el trabajo periodístico (reportajeinvestigación) que debe realizarse para comprobar la veracidad de algunas respuestas que son publicadas en el diario.;sobre;sobre;m;;;;0
cartas_2009-01-30_en-coppelia-nada-ha-cambiado.html.xml.vrt.txt;1;El objetivo de esta misiva es alertar sobre lo importante que sería el trabajo periodístico (reportajeinvestigación) que debe realizarse para comprobar la veracidad de algunas respuestas que son publicadas en el diario.;trabajo;trabajo;m;;;;0
cartas_2009-01-30_en-coppelia-nada-ha-cambiado.html.xml.vrt.txt;2;Paso a relatar el ejemplo que puede ilustrar esto.;paso;paso;m;;;;0
cartas_2009-01-30_inconformidad-con-la-vulgaridad-en-algunos-ritmos.html.xml.vrt.txt;1;Hoy doy a conocer mi criterio sobre algo que tiene que ver con la música, los medios de difusión y la influencia de estos sobre las masas y, en particular, los jóvenes.;sobre;sobre;m;;;;0
cartas_2009-01-30_inconformidad-con-la-vulgaridad-en-algunos-ritmos.html.xml.vrt.txt;1;Hoy doy a conocer mi criterio sobre algo que tiene que ver con la música, los medios de difusión y la influencia de estos sobre las masas y, en particular, los jóvenes.;ver;ver;v;;;;0
cartas_2009-01-30_inconformidad-con-la-vulgaridad-en-algunos-ritmos.html.xml.vrt.txt;1;Hoy doy a conocer mi criterio sobre algo que tiene que ver con la música, los medios de difusión y la influencia de estos sobre las masas y, en particular, los jóvenes.;sobre;sobre;m;;;;0
cartas_2009-01-30_la-cadena-de-impagos-en-el-sistema-empresarial.html.xml.vrt.txt;1;Me referiré a un tema de vital importancia, sobre el cual al menos yo no he leído nada en esta sección, que es la cadena de impagos en el sistema empresarial cubano.;sobre;sobre;m;;;;0
cartas_2009-01-30_la-cadena-de-impagos-en-el-sistema-empresarial.html.xml.vrt.txt;1;Me referiré a un tema de vital importancia, sobre el cual al menos yo no he leído nada en esta sección, que es la cadena de impagos en el sistema empresarial cubano.;cadena;cadena;f;;;;0
cartas_2009-01-30_la-disciplina-laboral-la-esencia-de-los-buenos-resultados.html.xml.vrt.txt;1;"La disciplina en nuestros días en sentido general, reviste una gran importancia, influye a mi modo de ver en el desarrollo de un país; el nuestro aunque poco a poco, pude llegar a alcanzar estos niveles.";sentido;sentido;m;;;;0
cartas_2009-01-30_la-disciplina-laboral-la-esencia-de-los-buenos-resultados.html.xml.vrt.txt;1;"La disciplina en nuestros días en sentido general, reviste una gran importancia, influye a mi modo de ver en el desarrollo de un país; el nuestro aunque poco a poco, pude llegar a alcanzar estos niveles.";ver;ver;v;;;;0
cartas_2009-01-30_la-disciplina-laboral-la-esencia-de-los-buenos-resultados.html.xml.vrt.txt;1;"La disciplina en nuestros días en sentido general, reviste una gran importancia, influye a mi modo de ver en el desarrollo de un país; el nuestro aunque poco a poco, pude llegar a alcanzar estos niveles.";alcanzar;alcanzar;v;;;;0
cartas_2009-01-30_usamos-o-no-el-sistema-internacional-de-unidades.html.xml.vrt.txt;1;La Gaceta Oficial de la República de Cuba publicó el 30 de diciembre de 1982 el Decreto-Ley #62 sobre la implantación del Sistema Internacional de Unidades.;sobre;sobre;m;;;;0
cartas_2009-02-06_algo-más-sobre-la-cadena-de-impago-entre-empresas.html.xml.vrt.txt;2;"Pérez Pérez, titulada ""La cadena de impagos en el sistema empresarial"", en el cual abordó uno de los temas económicos de nuestra realidad empresarial cotidiana, relacionado con la existencia y subsistencia de las altas y frecuentemente envejecidas y con pocas perspectivas de solución Cuentas por Cobrar entre nuestras entidades.";cadena;cadena;f;;;;0
cartas_2009-02-06_aventuras-un-espacio-que-vale-la-pena-rescatar.html.xml.vrt.txt;1;"Hace uno días leí dos opiniones que salieron en relación con el tema de ""Las aventuras"", y quisiera dar mi opinión al respecto.";dar;dar;v;;;;0
cartas_2009-02-06_doble-felicitación.html.xml.vrt.txt;1;El lunes 26 de enero en viaje realizado desde el municipio avileño de Morón hasta Ciudad de la Habana, pude comprobar que no solo el transporte ha mejorado, sino también la calidad humana de sus trabajadores.;viaje;viaje;m;;;;0
cartas_2009-02-06_doble-felicitación.html.xml.vrt.txt;2;Desde la propia terminal de Morón a la hora de sacar el pasaje para la capital me quedé sorprendida del trato tan respetuoso de la compañera que me atendió donde me explicó de forma muy amable todo lo referente al día de la salida así como la hora, a pesar de que todo esto está en el boletín.;terminal;terminal;m;;;;0
cartas_2009-02-06_doble-felicitación.html.xml.vrt.txt;2;Desde la propia terminal de Morón a la hora de sacar el pasaje para la capital me quedé sorprendida del trato tan respetuoso de la compañera que me atendió donde me explicó de forma muy amable todo lo referente al día de la salida así como la hora, a pesar de que todo esto está en el boletín.;sacar;sacar;v;;;;0
cartas_2009-02-06_doble-felicitación.html.xml.vrt.txt;2;Desde la propia terminal de Morón a la hora de sacar el pasaje para la capital me quedé sorprendida del trato tan respetuoso de la compañera que me atendió donde me explicó de forma muy amable todo lo referente al día de la salida así como la hora, a pesar de que todo esto está en el boletín.;pasaje;pasaje;m;;;;0
cartas_2009-02-06_doble-felicitación.html.xml.vrt.txt;2;Desde la propia terminal de Morón a la hora de sacar el pasaje para la capital me quedé sorprendida del trato tan respetuoso de la compañera que me atendió donde me explicó de forma muy amable todo lo referente al día de la salida así como la hora, a pesar de que todo esto está en el boletín.;boletín;boletín;m;;;;1
cartas_2009-02-06_una-cosa-inverosímil.html.xml.vrt.txt;1;El día 26-01-09 en horas tempranas de la mañana me personé en el centro de revisión técnica automotor de Ciudad de la Habana (popularmente conocido por SOMATÓN) que funciona en Rancho Boyeros, con el propósito de reservar turno para inspeccionar varios vehículos cuya vigencia de la certificación caduca el próximo mes y como estaba establecido el trámite debía hacerse dentro de la semana que se pretendiera ejecutar la inspección.;centro;centro;m;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;1;Sobre esto se ha escrito mucho y se han emitido varias resoluciones y otras normas jurídicas para buscar la solución, todo ha fallado, ¿por qué?;sobre;sobre;m;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;1;Sobre esto se ha escrito mucho y se han emitido varias resoluciones y otras normas jurídicas para buscar la solución, todo ha fallado, ¿por qué?;buscar;buscar;v;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;2;Porque la propiedad social aun anda en la teoría y no se involucra a los trabajadores con fórmulas y métodos que los comprometan.;social;social;m/f;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;3;Los dueños (trabajadores) no toman en cuenta este fenómeno, solo escuchan de ello en alguna que otra reunión y, como eso no afecta el bolsillo, la conclusión parece ser la siguiente: entonces, eso no debe ser de mi incumbencia.;fenómeno;fenómeno;m;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;3;Los dueños (trabajadores) no toman en cuenta este fenómeno, solo escuchan de ello en alguna que otra reunión y, como eso no afecta el bolsillo, la conclusión parece ser la siguiente: entonces, eso no debe ser de mi incumbencia.;ser;ser;m;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;3;Los dueños (trabajadores) no toman en cuenta este fenómeno, solo escuchan de ello en alguna que otra reunión y, como eso no afecta el bolsillo, la conclusión parece ser la siguiente: entonces, eso no debe ser de mi incumbencia.;ser;ser;m;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;4;Triste paradoja, que los dueños no se interesen por su negocio, ese que le da empleo y sustento, que puede ser poco, pero que constituye un privilegio tener en estos tiempos de crisis económica mundial.;ser;ser;m;;;;0
cartas_2009-02-13_algo-no-usual-en-las-cuentas-por-cobrar-y-por-pagar.html.xml.vrt.txt;4;Triste paradoja, que los dueños no se interesen por su negocio, ese que le da empleo y sustento, que puede ser poco, pero que constituye un privilegio tener en estos tiempos de crisis económica mundial.;mundial;mundial;m;;;;0
cartas_2009-02-13_consideraciones-sobre-la-cadena-de-impagos.html.xml.vrt.txt;1;He leído recientemente en esta página dos cartas sobre la denominada cadena de impagos.;sobre;sobre;m;;;;0
cartas_2009-02-13_consideraciones-sobre-la-cadena-de-impagos.html.xml.vrt.txt;1;He leído recientemente en esta página dos cartas sobre la denominada cadena de impagos.;cadena;cadena;f;;;;0
cartas_2009-02-13_consideraciones-sobre-la-cadena-de-impagos.html.xml.vrt.txt;2;Ambos remitentes, sin ser especialistas de la actividad financiera, ofrecen argumentos válidos, necesarios en cualquier intento de iniciar un análisis serio sobre tal problemática.;ser;ser;m;;;;0
cartas_2009-02-13_consideraciones-sobre-la-cadena-de-impagos.html.xml.vrt.txt;2;Ambos remitentes, sin ser especialistas de la actividad financiera, ofrecen argumentos válidos, necesarios en cualquier intento de iniciar un análisis serio sobre tal problemática.;sobre;sobre;m;;;;0
cartas_2009-02-13_es-necesario-informar-los-nuevos-requisitos.html.xml.vrt.txt;1;Soy asiduo lector de Cartas a la dirección y opino que es un vehículo de gran ayuda para las rectificaciones y aclaraciones, así como para conocer las opiniones de especialistas que puedan beneficiar a la dirección del Estado y al Partido, aunque muchas de estas cartas no se publiquen.;beneficiar;beneficiar;v;;;;0
cartas_2009-02-13_es-necesario-informar-los-nuevos-requisitos.html.xml.vrt.txt;1;Soy asiduo lector de Cartas a la dirección y opino que es un vehículo de gran ayuda para las rectificaciones y aclaraciones, así como para conocer las opiniones de especialistas que puedan beneficiar a la dirección del Estado y al Partido, aunque muchas de estas cartas no se publiquen.;partido;partido;m;;;;0
cartas_2009-02-13_indisciplina-social-problema-a-enfrentar-y-vencer.html.xml.vrt.txt;4;Suscribo totalmente esta opinión y otras que han salido sobre el tema tanto en Granma como en otras publicaciones.;sobre;sobre;m;;;;0
cartas_2009-02-13_la-cadena-es-bien-complicada.html.xml.vrt.txt;1;Leí el artículo sobre la cadena de impagos del día 6 de febrero y coincido plenamente, pero además agrego que con esta cadena llegaron los pagos anticipados a empresas que exigen esta forma de pago o si no, no venden, y es que esta solución lo que hace es enredar la contabilidad, lo mismo de las empresas que la de las unidades presupuestadas, pues sucede que Ud.;sobre;sobre;m;;;;0
cartas_2009-02-13_la-cadena-es-bien-complicada.html.xml.vrt.txt;1;Leí el artículo sobre la cadena de impagos del día 6 de febrero y coincido plenamente, pero además agrego que con esta cadena llegaron los pagos anticipados a empresas que exigen esta forma de pago o si no, no venden, y es que esta solución lo que hace es enredar la contabilidad, lo mismo de las empresas que la de las unidades presupuestadas, pues sucede que Ud.;cadena;cadena;f;;;;0
cartas_2009-02-13_la-cadena-es-bien-complicada.html.xml.vrt.txt;1;Leí el artículo sobre la cadena de impagos del día 6 de febrero y coincido plenamente, pero además agrego que con esta cadena llegaron los pagos anticipados a empresas que exigen esta forma de pago o si no, no venden, y es que esta solución lo que hace es enredar la contabilidad, lo mismo de las empresas que la de las unidades presupuestadas, pues sucede que Ud.;cadena;cadena;f;;;;0
cartas_2009-02-13_la-cadena-es-bien-complicada.html.xml.vrt.txt;1;Leí el artículo sobre la cadena de impagos del día 6 de febrero y coincido plenamente, pero además agrego que con esta cadena llegaron los pagos anticipados a empresas que exigen esta forma de pago o si no, no venden, y es que esta solución lo que hace es enredar la contabilidad, lo mismo de las empresas que la de las unidades presupuestadas, pues sucede que Ud.;enredar;enredar;v;;;;0
cartas_2009-02-13_la-cadena-es-bien-complicada.html.xml.vrt.txt;2;paga por adelantado una prefactura y en muchas ocasiones el producto es vendido a otro cliente quedándose un saldo en sus libros pendiente de conciliación.;pendiente;pendiente;m;;;;0
cartas_2009-02-13_sin-respuesta-para-el-mango-de-las-ollas.html.xml.vrt.txt;1;En días recientes se me cayó la olla marca Pronto, uno de los equipos que forman parte del módulo entregado por la Revolución Energética, partiéndose el cabo de la misma, como comúnmente le llamamos.;módulo;módulo;m;;;;1
cartas_2009-02-13_sin-respuesta-para-el-mango-de-las-ollas.html.xml.vrt.txt;1;En días recientes se me cayó la olla marca Pronto, uno de los equipos que forman parte del módulo entregado por la Revolución Energética, partiéndose el cabo de la misma, como comúnmente le llamamos.;cabo;cabo;m;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;1;Hace alrededor de cinco meses a mi esposa le otorgaron una asignación de materiales por su centro de trabajo.;cinco;cinco;m;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;1;Hace alrededor de cinco meses a mi esposa le otorgaron una asignación de materiales por su centro de trabajo.;centro;centro;m;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;1;Hace alrededor de cinco meses a mi esposa le otorgaron una asignación de materiales por su centro de trabajo.;trabajo;trabajo;m;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;2;Antes de hacer efectiva su entrega debía presentar la propiedad de un terreno o de una placa por lo que procedí a visitar la oficina de trámites No.;presentar;presentar;v;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;2;Antes de hacer efectiva su entrega debía presentar la propiedad de un terreno o de una placa por lo que procedí a visitar la oficina de trámites No.;placa;placa;f;;;;1
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;3;1 de Holguín donde me orientaron que debía solicitar la visita del arquitecto de la comunidad para certificar la solidez de la casa de mi hermana que es quien me va a donar la azotea de su casa.;visita;visita;f;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;3;1 de Holguín donde me orientaron que debía solicitar la visita del arquitecto de la comunidad para certificar la solidez de la casa de mi hermana que es quien me va a donar la azotea de su casa.;comunidad;comunidad;f;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;3;1 de Holguín donde me orientaron que debía solicitar la visita del arquitecto de la comunidad para certificar la solidez de la casa de mi hermana que es quien me va a donar la azotea de su casa.;casa;casa;f;;;;0
cartas_2009-02-13_trámites-y-más-trámites-plazos-y-más-plazos.html.xml.vrt.txt;3;1 de Holguín donde me orientaron que debía solicitar la visita del arquitecto de la comunidad para certificar la solidez de la casa de mi hermana que es quien me va a donar la azotea de su casa.;casa;casa;f;;;;0
cartas_2009-02-13_un-mal-lugar-para-el-esparcimiento.html.xml.vrt.txt;1;Me convoca la publicación de dos cartas referentes a la calle G.;calle;calle;f;;;;1
cartas_2009-02-13_un-mal-lugar-para-el-esparcimiento.html.xml.vrt.txt;3;Allí se reúnen jóvenes amantes del rock principalmente, en muchas ocasiones a compartir, aunque no es menos cierto que algunos grupos de adolescentes en su mayoría se reúnan allí para molestar, e incluso, para hacer cosas ilícitas.;compartir;compartir;v;;;;0
cartas_2009-02-20_coppelia-sin-respuesta-y-sin-cambios.html.xml.vrt.txt;2;Esa Heladería Coppelia que necesitamos visitar para degustar el sabor del helado que se oferta en moneda nacional al que podemos acceder los que trabajamos y devengamos un salario por eso.;sabor;sabor;m;;;;0
cartas_2009-02-20_despreocupación-o-descoordinación.html.xml.vrt.txt;1;Vivo en el Reparto Eduardo Chibás, del municipio de Guanabacoa, al que hace alrededor de 10 meses le repararon sus calles para garantizar la circulación de las nuevas guaguas Yutong de la ruta 195 que realiza el traslado de la población de este Reparto hacia el otro lado de la Bahía, siendo la única ruta que por aquí brinda este servicio.;reparto;reparto;m;;;;0
cartas_2009-02-20_despreocupación-o-descoordinación.html.xml.vrt.txt;1;Vivo en el Reparto Eduardo Chibás, del municipio de Guanabacoa, al que hace alrededor de 10 meses le repararon sus calles para garantizar la circulación de las nuevas guaguas Yutong de la ruta 195 que realiza el traslado de la población de este Reparto hacia el otro lado de la Bahía, siendo la única ruta que por aquí brinda este servicio.;ruta;ruta;f;;;;0
cartas_2009-02-20_despreocupación-o-descoordinación.html.xml.vrt.txt;1;Vivo en el Reparto Eduardo Chibás, del municipio de Guanabacoa, al que hace alrededor de 10 meses le repararon sus calles para garantizar la circulación de las nuevas guaguas Yutong de la ruta 195 que realiza el traslado de la población de este Reparto hacia el otro lado de la Bahía, siendo la única ruta que por aquí brinda este servicio.;reparto;reparto;m;;;;0
cartas_2009-02-20_despreocupación-o-descoordinación.html.xml.vrt.txt;1;Vivo en el Reparto Eduardo Chibás, del municipio de Guanabacoa, al que hace alrededor de 10 meses le repararon sus calles para garantizar la circulación de las nuevas guaguas Yutong de la ruta 195 que realiza el traslado de la población de este Reparto hacia el otro lado de la Bahía, siendo la única ruta que por aquí brinda este servicio.;ruta;ruta;f;;;;0
cartas_2009-02-20_despreocupación-o-descoordinación.html.xml.vrt.txt;1;Vivo en el Reparto Eduardo Chibás, del municipio de Guanabacoa, al que hace alrededor de 10 meses le repararon sus calles para garantizar la circulación de las nuevas guaguas Yutong de la ruta 195 que realiza el traslado de la población de este Reparto hacia el otro lado de la Bahía, siendo la única ruta que por aquí brinda este servicio.;aquí;aquí;adv;;;;0
cartas_2009-02-20_dónde-están-los-inspectores.html.xml.vrt.txt;1;El motivo de esta carta es denunciar una atrocidad medioambiental que considero no debe pasar inadvertida ante los ojos de persona alguna.;pasar;pasar;v;;;;0
cartas_2009-02-20_dónde-están-los-inspectores.html.xml.vrt.txt;2;Hace algunos días, a la salida de la universidad, algunas amigas y yo fuimos hasta la feria que esta en la calle 23 entre N y M, Vedado, para admirar los hermosos trabajos que allí se ofertan.;calle;calle;f;;;;0
cartas_2009-02-20_las-pirámides-del-control-interno.html.xml.vrt.txt;2;Cabría preguntarse ¿por qué a pesar de estar todo tan bien diseñado y existir los conocimientos necesarios, persisten tantas dificultades?;estar;estar;v;;;;0
cartas_2009-02-20_las-pirámides-del-control-interno.html.xml.vrt.txt;3;A mi modesto criterio una de las debilidades que influyen negativamente en el fenómeno, es el comportamiento de las pirámides del control.;fenómeno;fenómeno;m;;;;0
cartas_2009-02-20_opinión-sobre-problemas-en-el-sistema-de-salud.html.xml.vrt.txt;1;La carta que les escribo es producto de la observación personal del desempeño de cuatro hospitales de la provincia Ciudad de La Habana en estos últimos dos años, en los cuales he tenido ingresados a varios familiares muy cercanos.;les;les;pron;;;;0
cartas_2009-02-20_opinión-sobre-problemas-en-el-sistema-de-salud.html.xml.vrt.txt;1;La carta que les escribo es producto de la observación personal del desempeño de cuatro hospitales de la provincia Ciudad de La Habana en estos últimos dos años, en los cuales he tenido ingresados a varios familiares muy cercanos.;desempeño;desempeño;m;;;;1
cartas_2009-02-20_opinión-sobre-problemas-en-el-sistema-de-salud.html.xml.vrt.txt;2;"A finales del 2007, mi esposo estuvo ingresado en el Hospital Dermatológico Guillermo Fernández y recién acaba de ser intervenido quirúrgicamente en el Instituto de Angiología; mi papá fue ingresado y operado de un coágulo en el cerebro en el Calixto García en septiembre último y una prima lleva dos años atendiéndose por leucemia en el Hermanos Ameijeiras.";ser;ser;m;;;;0
cartas_2009-02-20_opinión-sobre-problemas-en-el-sistema-de-salud.html.xml.vrt.txt;3;En los cuatro casos, la atención médica y paramédica ha sido de excelencia y ello ha posibilitado la recuperación satisfactoria de los enfermos, por lo cual quiero felicitar a los equipos médicos de esas cuatro instituciones.;quiero;quiero;m;;;;0
cartas_2009-02-20_qué-hacer-si-se-necesitan-espejuelos.html.xml.vrt.txt;1;Mi interés no es que se publique mi carta, sino poner en su conocimiento, o insistir, si ya lo conocen, que las ópticas de la Ciudad de La Habana no están tomando órdenes de espejuelos, no solo de bifocales sino de cualquier tipo.;poner;poner;v;;;;0
cartas_2009-02-20_qué-hacer-si-se-necesitan-espejuelos.html.xml.vrt.txt;2;Además, anuncian que cuando se restablezca el trabajo —sin fecha conocida—, solo se harán espejuelos por separado (de lejos y de cerca) porque no habrá todavía bifocales, lo cual es extremadamente complejo en estos tiempos de computadoras, para impartir docencia, etc.;trabajo;trabajo;m;;;;0
cartas_2009-02-20_qué-hacer-si-se-necesitan-espejuelos.html.xml.vrt.txt;3;(Información recibida en las ópticas del Hospital Nacional, de 23 y 12 y de Línea entre 4 y 6).;línea;línea;f;;;;0
cartas_2009-02-20_trabajar-las-finanzas-de-forma-responsable-y-seria.html.xml.vrt.txt;1;Estoy plenamente de acuerdo con los compañeros Pérez Pérez y Subiaurt Sánchez, respecto a lo dañino que es para la economía de cualquier empresa, ser victima de la cadena de impagos, muchas ven afectada de forma seria su liquidez e incurren en deudas.;ser;ser;m;;;;0
cartas_2009-02-20_trabajar-las-finanzas-de-forma-responsable-y-seria.html.xml.vrt.txt;1;Estoy plenamente de acuerdo con los compañeros Pérez Pérez y Subiaurt Sánchez, respecto a lo dañino que es para la economía de cualquier empresa, ser victima de la cadena de impagos, muchas ven afectada de forma seria su liquidez e incurren en deudas.;cadena;cadena;f;;;;0
cartas_2009-02-20_trabajar-las-finanzas-de-forma-responsable-y-seria.html.xml.vrt.txt;2;Esto se convierte en un círculo vicioso, donde siempre sale perdiendo la economía del país.;círculo;círculo;m;;;;0
cartas_2009-02-27_el-importante-papel-de-la-calidad.html.xml.vrt.txt;3;La calidad de un producto o servicio es la percepción que el cliente tiene del mismo, es una fijación mental del consumidor que asume la conformidad con dicho producto o servicio y la capacidad del mismo para satisfacer sus necesidades.;fijación;fijación;f;;;;0
